Temperature,Humidity,SoilMoisture,Crop,Irrigation_Needed
24.8,59.3,54.7,Maize,No
27.7,55.1,55.2,Maize,No
26.2,57.6,52.9,Maize,No
25,50.1,47.5,Maize,No
24.6,48,49,Maize,No
25.1,55.5,50.5,Maize,No
24.1,53.4,47.7,Maize,No
21.5,58.1,55.6,Maize,No
28.4,54.6,50.5,Maize,No
25.3,56,41,Maize,No
25.7,46.9,51.1,Maize,No
24.9,64.4,48.8,Maize,No
23.8,54.2,49.8,Maize,No
24.7,58.5,48.8,Maize,No
22.3,50.8,52.7,Maize,No
28.8,56.5,53.7,Maize,No
22.9,48.5,50.9,Maize,No
23.3,57.3,48.9,Maize,No
24.3,53.2,49.9,Maize,No
27.1,55.1,50.1,Maize,No
25,58.5,47.3,Maize,No
22.9,48.8,51.9,Maize,No
27.1,51.6,51.5,Maize,No
26.2,57.3,55.1,Maize,No
25.9,65.5,54.2,Maize,No
26.2,54.3,47.7,Maize,No
29,58,52.7,Maize,No
28.6,54.5,46.8,Maize,No
23.9,64.7,52.3,Maize,No
27.7,46.3,48.3,Maize,No
25.6,55.5,46.6,Maize,No
25.8,46.9,50.9,Maize,No
22.2,42.5,41.1,Maize,No
24.7,56.5,44.2,Maize,No
23.6,55.7,49.4,Maize,No
26.4,53.6,50.3,Maize,No
26.8,54.5,48.8,Maize,No
21.5,70.5,44.7,Maize,No
25,53.7,47.3,Maize,No
26.9,57.6,51.3,Maize,No
24.7,51.8,51.9,Maize,No
26.2,56.5,49.9,Maize,No
25.6,53.8,53.9,Maize,No
25.6,52.9,51.3,Maize,No
24.5,64.1,47.5,Maize,No
23,60.9,49.1,Maize,No
23.1,55.7,45.3,Maize,No
26.2,43.5,49.6,Maize,No
25,53.2,53.7,Maize,No
24.8,68.5,52.3,Maize,No
24.3,53.8,54.7,Maize,No
24.5,60.5,49,Maize,No
26.7,62.2,54.5,Maize,No
24.4,56.1,49.4,Maize,No
22.8,50.8,54.9,Maize,No
26.2,42.8,49.9,Maize,No
24.7,58.4,52.4,Maize,No
25.1,50.9,54.9,Maize,No
27.7,55.9,49.4,Maize,No
25,48.8,50.7,Maize,No
25.5,53.7,54.3,Maize,No
23,55.2,49.6,Maize,No
24.6,56.3,45.6,Maize,No
26,49.4,57.1,Maize,No
22.4,61,48.4,Maize,No
25.3,52,50.5,Maize,No
25.2,46.6,53.9,Maize,No
25.1,54.5,48,Maize,No
26.7,55.2,46.6,Maize,No
25.6,55.8,50.8,Maize,No
27.5,61.8,44,Maize,No
23.3,53.8,49,Maize,No
25.2,54.4,50.8,Maize,No
25.1,49.5,49.1,Maize,No
23.2,59.1,44.9,Maize,No
26.6,55.9,55.3,Maize,No
28.9,52.9,50.3,Maize,No
25,45.5,54.8,Maize,No
25.8,62.2,49.1,Maize,No
25.1,48.9,47.1,Maize,No
23.8,52,50.9,Maize,No
22,56.8,49.3,Maize,No
23.8,49,46.1,Maize,No
22.7,47.5,54.9,Maize,No
27.8,44.4,47.9,Maize,No
24.8,58.6,43.9,Maize,No
24.4,52.3,54.4,Maize,No
26.5,69.6,48.3,Maize,No
23.1,50,48,Maize,No
23.7,50.4,44.1,Maize,No
25.1,52.2,55.8,Maize,No
26.7,56.2,45.7,Maize,No
25.8,52.6,50.2,Maize,No
25.4,58.1,53,Maize,No
25.1,50.1,51.4,Maize,No
25.7,48.1,49.8,Maize,No
25.3,46,44.3,Maize,No
23.3,43.9,47.3,Maize,No
25.1,52.4,50.6,Maize,No
23.2,53.5,47.4,Maize,No
25.1,51.8,50.7,Maize,No
24.2,61.2,52.3,Maize,No
29.2,61.1,53.2,Maize,No
24.9,53.3,45.9,Maize,No
22.7,46,57.3,Maize,No
24.8,52.2,52.6,Maize,No
25.9,52,50,Maize,No
27.8,51.7,53.6,Maize,No
24,51.5,57.9,Maize,No
22.4,51.7,45.2,Maize,No
26.4,53.1,49.2,Maize,No
22.7,51.8,42.1,Maize,No
24.3,56,50.6,Maize,No
24.6,56.8,51.2,Maize,No
24.9,50.4,49.9,Maize,No
26.1,61.4,47.8,Maize,No
23.9,50.1,43.2,Maize,No
24.5,46.9,51.2,Maize,No
25,56.9,54.9,Maize,No
25.2,50.9,48,Maize,No
25.2,56.6,51.5,Maize,No
25.7,43,44.8,Maize,No
26.4,62,51.5,Maize,No
25.7,58.4,48.7,Maize,No
25.8,47.5,47.5,Maize,No
22.4,47.6,47.5,Maize,No
25.1,63.4,48.7,Maize,No
25.8,51.3,51.3,Maize,No
26.2,50.8,45.6,Maize,No
23.8,43.7,48.7,Maize,No
23.9,53.2,49.9,Maize,No
24,53.9,46.3,Maize,No
25.9,58.6,56,Maize,No
26.7,48,47.2,Maize,No
24.3,47.4,47.8,Maize,No
26.5,57.3,46.7,Maize,No
25.2,60,56,Maize,No
24.8,47.1,51.8,Maize,No
24.6,60.4,46.9,Maize,No
26.2,55.2,53.7,Maize,No
25.5,60.5,50.7,Maize,No
28.8,54.6,50.9,Maize,No
23.6,42.4,48.9,Maize,No
25.9,54.2,47.5,Maize,No
24.1,60.3,51.1,Maize,No
23.6,50.5,48.2,Maize,No
25,53.1,56.1,Maize,No
25.2,54.1,45.8,Maize,No
29.9,40.5,55.1,Maize,No
24.7,63.4,49.6,Maize,No
23.1,50.5,51,Maize,No
25.5,57.5,52.8,Maize,No
21.5,54.6,47.9,Maize,No
24.8,61.3,52.9,Maize,No
25,57,41,Maize,No
26.3,53.8,47.6,Maize,No
26.6,50.5,46.9,Maize,No
24.2,59,45.8,Maize,No
24.7,45.6,49.3,Maize,No
23.7,58.2,51.3,Maize,No
23.1,49.5,52.3,Maize,No
25.5,61.3,50.8,Maize,No
22.9,55.8,47.8,Maize,No
24.3,58.2,51.2,Maize,No
23.3,55.4,50.4,Maize,No
25.9,46.2,53.1,Maize,No
28,50.7,52.6,Maize,No
22.8,58.4,50.1,Maize,No
21.9,55.8,47,Maize,No
24.8,60.9,47.8,Maize,No
25,57,48.2,Maize,No
25.4,50.2,48.9,Maize,No
24.3,51,50.9,Maize,No
24.7,55.5,52.4,Maize,No
25.6,43.4,49.8,Maize,No
26.7,63.4,50.1,Maize,No
21.7,57.2,50.5,Maize,No
24.4,61.1,48.3,Maize,No
25.4,47.1,46.9,Maize,No
23.5,61.2,44.1,Maize,No
27.9,66.2,47.7,Maize,No
23.9,48.4,51.6,Maize,No
24.9,58.9,47.7,Maize,No
25.9,55,49.2,Maize,No
24,47.3,51.6,Maize,No
21.9,57.5,51.7,Maize,No
24.3,59.2,46.4,Maize,No
26.7,52,53.3,Maize,No
24.4,60.8,53.8,Maize,No
23.6,46.7,46.2,Maize,No
26.5,47.5,47.3,Maize,No
24.4,55.7,54,Maize,No
24.1,55.1,49.5,Maize,No
25.2,51.4,42.6,Maize,No
26.3,59,45.3,Maize,No
29,57.7,49.2,Maize,No
26.4,59.3,46.1,Maize,No
26.9,54.4,48.6,Maize,No
24.2,58,50.1,Maize,No
23.3,52.8,54.9,Maize,No
25.1,65.3,49,Maize,No
25.2,50.9,53.6,Maize,No
23.2,65.5,54.8,Maize,No
24.7,55.2,54.8,Maize,No
25.7,48.1,50.9,Maize,No
25.6,61.8,43.5,Maize,No
25.8,55.6,51.5,Maize,No
25.5,59.3,53.5,Maize,No
24.2,61.1,49.7,Maize,No
24.1,56.7,55.8,Maize,No
23,52,52.9,Maize,No
28,59.9,51.9,Maize,No
25,55,53.6,Maize,No
24.6,58.4,51.1,Maize,No
23.5,44.2,41.7,Maize,No
29.9,57.2,48.3,Maize,No
23.2,51.8,54,Maize,No
24.3,63.3,47.3,Maize,No
25.7,58.1,49.3,Maize,No
26,56.2,46.5,Maize,No
26.6,57.4,55.9,Maize,No
28,50,55.6,Maize,No
25.8,63.1,47.1,Maize,No
23.2,65,50.5,Maize,No
24.6,57,47.7,Maize,No
25.5,63,52,Maize,No
28.4,52.2,51.7,Maize,No
22.7,51,52.7,Maize,No
27,55.2,51.1,Maize,No
25.3,57.2,59.8,Maize,No
26.4,53,46.6,Maize,No
24.8,57.7,44.3,Maize,No
23.6,56.5,48.7,Maize,No
26.3,50,44.8,Maize,No
26.1,57.6,45,Maize,No
26.6,59.3,46.7,Maize,No
25,55.9,46.9,Maize,No
24,60.8,46.8,Maize,No
22.4,48.9,51.7,Maize,No
26.4,57.3,48.3,Maize,No
25.7,49.1,49.4,Maize,No
31.5,55.8,38.6,Cotton,Yes
28.7,50.4,36.5,Cotton,Yes
29.6,52.5,33.7,Cotton,Yes
30.6,50.3,36.6,Cotton,Yes
26.8,47.8,40.4,Cotton,No
26,42.5,44.8,Cotton,No
30.6,50.7,43.7,Cotton,No
30.8,47.4,40.8,Cotton,No
33.4,47.3,38.9,Cotton,Yes
30.3,48.3,40.9,Cotton,No
31.4,55.8,38.3,Cotton,Yes
29.7,58,45.7,Cotton,No
30.5,50.7,39.4,Cotton,Yes
32.8,48.5,39.7,Cotton,Yes
26.5,46.1,32.6,Cotton,Yes
30.7,51.6,39.3,Cotton,Yes
33.6,55.9,42.8,Cotton,No
30.5,49.2,36.4,Cotton,Yes
32.8,42.1,37.5,Cotton,Yes
29,52.2,42.6,Cotton,No
29.9,53.3,35.1,Cotton,Yes
30.1,44.7,43.5,Cotton,No
26.3,50.6,38.2,Cotton,Yes
28.1,51.5,38.7,Cotton,Yes
28.2,49.8,36.3,Cotton,Yes
31.4,47.4,41.3,Cotton,No
31.5,53.4,48.2,Cotton,No
30.5,48.7,42.6,Cotton,No
31.4,45,37.1,Cotton,Yes
29.7,43.2,43.8,Cotton,No
32,54.2,38.9,Cotton,Yes
30,52.1,44.6,Cotton,No
30.1,50.3,42.7,Cotton,No
29.6,48.5,30.2,Cotton,Yes
31.1,48.2,36.7,Cotton,Yes
29.3,46.4,43.1,Cotton,No
31.6,48.6,40.5,Cotton,No
28.1,42.9,36.6,Cotton,Yes
28.2,47.5,37.9,Cotton,Yes
31.1,49,33.6,Cotton,Yes
29.9,52,39.7,Cotton,Yes
29.2,49.9,47.4,Cotton,No
31.5,52.6,42.7,Cotton,No
29,54.5,47.3,Cotton,No
29.7,53.5,42.9,Cotton,No
32.3,51.6,43.4,Cotton,No
32.6,50,46.6,Cotton,No
32.6,46.7,41.3,Cotton,No
29.5,52.5,39.4,Cotton,Yes
32.1,55.6,43.4,Cotton,No
28.4,51.1,44.8,Cotton,No
28.5,56.4,38.4,Cotton,Yes
26.1,44.9,37.6,Cotton,Yes
32.8,46.2,40.5,Cotton,No
28.6,52.9,42.8,Cotton,No
29.8,50.9,42.7,Cotton,No
28.5,54.4,35.3,Cotton,Yes
31.2,49.9,46.4,Cotton,No
29.4,47.1,37.9,Cotton,Yes
27.8,49.3,39.1,Cotton,Yes
30.7,44.9,37,Cotton,Yes
27.6,46.2,49,Cotton,No
28.6,53.2,40.8,Cotton,No
26.5,52.9,37.2,Cotton,Yes
27.6,51.2,42.9,Cotton,No
30.3,44.3,42.6,Cotton,No
26.7,48.8,39.4,Cotton,Yes
27.5,45.9,42.8,Cotton,No
30,53.9,37.2,Cotton,Yes
29.1,48.1,38.4,Cotton,Yes
33.3,46.4,33.3,Cotton,Yes
33.1,50.1,35.6,Cotton,Yes
28.6,47.9,46,Cotton,No
30.9,54.9,45.5,Cotton,No
31.2,47.6,40.2,Cotton,No
29,45.3,45.5,Cotton,No
27.5,42.8,39.5,Cotton,Yes
30,49.9,39.2,Cotton,Yes
29.7,48.1,40.2,Cotton,No
29.3,45.2,39.6,Cotton,Yes
30.7,54,39.3,Cotton,Yes
28.7,52.2,43.8,Cotton,No
28.1,49.9,40.5,Cotton,No
30.2,54.5,42.4,Cotton,No
30.6,52.2,43.4,Cotton,No
28,47.3,41.3,Cotton,No
31.5,46.5,36.8,Cotton,Yes
27,52.7,35.5,Cotton,Yes
29,51.3,40.5,Cotton,No
29.6,50.6,39.4,Cotton,Yes
28.9,47.2,40.3,Cotton,No
29.1,52,39.9,Cotton,Yes
33.1,47.5,48.6,Cotton,No
28.6,49.7,35.6,Cotton,Yes
34.1,54.8,33.4,Cotton,Yes
30.7,47.8,41.1,Cotton,No
30.2,44.8,38.7,Cotton,Yes
30.8,46.5,41.1,Cotton,No
34.2,53.3,41.9,Cotton,No
28.3,50.8,44.3,Cotton,No
28.1,49.6,35,Cotton,Yes
28.7,48.3,38.1,Cotton,Yes
30.1,51.6,41.4,Cotton,No
27.1,47.2,42.6,Cotton,No
30,51,47.3,Cotton,No
32.8,47.6,43.2,Cotton,No
30.3,47,39.8,Cotton,Yes
29.5,47.9,37,Cotton,Yes
29,48.7,38.1,Cotton,Yes
31.5,49.8,38,Cotton,Yes
28.6,50.8,42.2,Cotton,No
33.1,37.7,40.9,Cotton,No
33.2,47.3,35.6,Cotton,Yes
30.4,48.7,38.5,Cotton,Yes
30,55,42.9,Cotton,No
31.7,46.4,41.2,Cotton,No
31.8,50.5,41.9,Cotton,No
28.7,55,41.3,Cotton,No
29.1,45.6,45.4,Cotton,No
27.8,51.3,40.8,Cotton,No
30.7,47.3,38.7,Cotton,Yes
31.1,48.3,36.9,Cotton,Yes
27.8,47.3,40.8,Cotton,No
29.2,47.6,31.9,Cotton,Yes
27.8,59.1,39.4,Cotton,Yes
28.5,52.8,39.3,Cotton,Yes
30.9,53.7,35.5,Cotton,Yes
28.8,51.6,36.9,Cotton,Yes
29.5,44.6,42.7,Cotton,No
27.3,51.3,40.8,Cotton,No
30.3,53.6,40.3,Cotton,No
29.9,47.2,41,Cotton,No
28.8,53.2,40.3,Cotton,No
29.7,52.3,44.1,Cotton,No
30.3,56.2,40.4,Cotton,No
28.6,48.6,35.1,Cotton,Yes
27.5,46.3,45.4,Cotton,No
33,48.8,41.2,Cotton,No
28.9,54.8,38,Cotton,Yes
29.8,43.9,35.8,Cotton,Yes
31.7,43.1,41.3,Cotton,No
35.9,50.3,39.6,Cotton,Yes
27.9,48.5,45.2,Cotton,No
30.7,50,38.8,Cotton,Yes
28.8,53.2,37.2,Cotton,Yes
29.1,48.2,43,Cotton,No
28.8,43.8,43.1,Cotton,No
28.1,56.8,40.6,Cotton,No
29.9,46.7,42.3,Cotton,No
27.5,46.5,39.9,Cotton,Yes
31.6,53.7,40.8,Cotton,No
30.1,48.7,43.9,Cotton,No
30.7,49.8,42.1,Cotton,No
29.2,51.6,39.4,Cotton,Yes
29.4,53.6,44.5,Cotton,No
30.5,48.9,32.1,Cotton,Yes
28.1,55.1,46.8,Cotton,No
29.4,42.9,34.3,Cotton,Yes
28.6,52.5,37.9,Cotton,Yes
28.5,47.2,39.9,Cotton,Yes
26.5,54.6,39.5,Cotton,Yes
32.2,50.5,43.4,Cotton,No
28.9,47.8,36.5,Cotton,Yes
31.9,52.2,40.9,Cotton,No
31.8,53,38.1,Cotton,Yes
27.9,52.1,41,Cotton,No
28.2,46.6,39.8,Cotton,Yes
34.3,48.4,40.3,Cotton,No
32.9,50,38.2,Cotton,Yes
29.9,49.9,38.3,Cotton,Yes
30.4,52.5,41,Cotton,No
28.9,43.3,43.1,Cotton,No
30.7,51.1,38,Cotton,Yes
28.8,49,37.1,Cotton,Yes
26.6,47.2,42,Cotton,No
27.8,47.5,39.9,Cotton,Yes
30,49.3,42.8,Cotton,No
28.1,38,37,Cotton,Yes
29.9,47.7,34.1,Cotton,Yes
28.2,47.1,38.2,Cotton,Yes
28.7,51.8,37.4,Cotton,Yes
31.4,47.3,39.7,Cotton,Yes
30.4,49.3,37.9,Cotton,Yes
30,55.1,42.5,Cotton,No
31.5,53.3,39,Cotton,Yes
30.8,53,40.5,Cotton,No
32.4,48.3,40.5,Cotton,No
29.2,51.8,40.6,Cotton,No
29.3,49.2,39.9,Cotton,Yes
27.8,49.3,41.7,Cotton,No
29.3,51.4,37.3,Cotton,Yes
31.6,48,44.7,Cotton,No
32.2,55,39.2,Cotton,Yes
31.6,49.5,35.6,Cotton,Yes
27,52.1,40.6,Cotton,No
31.8,54.9,37.2,Cotton,Yes
26.9,53.4,42.2,Cotton,No
31.5,45.3,47.4,Cotton,No
29.4,51.5,37.4,Cotton,Yes
31.2,52.8,41.1,Cotton,No
27.8,53,34.1,Cotton,Yes
32,46.3,41.5,Cotton,No
27.6,47.8,37,Cotton,Yes
28.9,53.3,37.9,Cotton,Yes
28.3,47.5,36.3,Cotton,Yes
27.1,49,42.4,Cotton,No
30.2,55.3,43.4,Cotton,No
33,49.8,40.1,Cotton,No
34.4,47.6,37.1,Cotton,Yes
30.2,47.1,45.3,Cotton,No
31.9,51.1,37.5,Cotton,Yes
30.4,45.6,32.8,Cotton,Yes
30.8,49.2,41.5,Cotton,No
29.4,51.1,36.3,Cotton,Yes
30.3,54.3,43.3,Cotton,No
30.9,52.2,38.7,Cotton,Yes
29,47.6,42,Cotton,No
29.9,53.9,44.7,Cotton,No
29.9,49,36,Cotton,Yes
31.4,45.9,38.1,Cotton,Yes
28.2,49.4,39.7,Cotton,Yes
29.9,54.8,45.1,Cotton,No
33.2,50.6,37.8,Cotton,Yes
31.9,50,38,Cotton,Yes
32.2,55.5,41.6,Cotton,No
30,45.2,38.1,Cotton,Yes
30.5,45.7,40.5,Cotton,No
31.7,44.6,34.8,Cotton,Yes
32.6,51.2,47.4,Cotton,No
26.7,50.6,35.5,Cotton,Yes
27.8,55.1,38.9,Cotton,Yes
32.2,50.8,39.9,Cotton,Yes
29.5,48.7,46.4,Cotton,No
28.9,50,35.6,Cotton,Yes
27.9,50.4,46.6,Cotton,No
29.1,44.4,42.5,Cotton,No
27.7,59,41.4,Cotton,No
33.5,51.7,36.7,Cotton,Yes
30,50.7,41.9,Cotton,No
29.9,52.1,37.6,Cotton,Yes
31,52.4,44.2,Cotton,No
31.6,49.5,36.8,Cotton,Yes
31.6,47.9,39.6,Cotton,Yes
31.8,52,38.1,Cotton,Yes
28.9,51.3,36.7,Cotton,Yes
29.5,47.3,42.5,Cotton,No
31.3,54.7,41.8,Cotton,No
29.1,51,44,Cotton,No
30,52.4,34.1,Cotton,Yes
30.7,54.6,43.5,Cotton,No
31.3,50.1,48.4,Cotton,No
27,51.1,38.5,Cotton,Yes
31.2,52.7,46.3,Cotton,No
29.6,47.6,39.1,Cotton,Yes
31.2,50.2,35.4,Cotton,Yes
31.3,50.4,39,Cotton,Yes
32.7,46.8,43.5,Cotton,No
32.3,57.7,37.2,Cotton,Yes
32.2,45.3,38,Cotton,Yes
32.4,45.7,42,Cotton,No
30.5,54.4,40,Cotton,No
30.1,52.4,41.9,Cotton,No
31.5,46.6,40.8,Cotton,No
31.2,52,41.6,Cotton,No
29.5,54.9,38.6,Cotton,Yes
30.7,49.9,40.8,Cotton,No
29.9,58.7,36.9,Cotton,Yes
28.6,44.3,44.3,Cotton,No
32.2,52.3,37.9,Cotton,Yes
30.1,53.9,43.8,Cotton,No
33.4,53,39.2,Cotton,Yes
27.3,49.3,40.7,Cotton,No
29.1,49,38.4,Cotton,Yes
30.1,51.5,36.6,Cotton,Yes
31.9,52.7,34.2,Cotton,Yes
30.7,52,36.5,Cotton,Yes
30.5,53.5,38.9,Cotton,Yes
28.1,46.6,40.7,Cotton,No
28.1,49.2,43.4,Cotton,No
30.5,46.9,38.5,Cotton,Yes
27.7,48.7,37.1,Cotton,Yes
29.1,53.4,35.2,Cotton,Yes
30.8,50.4,41.6,Cotton,No
28.4,58.7,44.6,Cotton,No
32.7,50.6,44.2,Cotton,No
32,50.2,42.4,Cotton,No
27.4,50.4,42.1,Cotton,No
28.4,47.9,45.7,Cotton,No
26.2,49.8,41.1,Cotton,No
28.7,53.8,42.2,Cotton,No
31.3,50.4,38.9,Cotton,Yes
29.3,47.4,35.5,Cotton,Yes
30.8,46.9,37.7,Cotton,Yes
27.5,48.5,40,Cotton,Yes
31.3,50.2,40.2,Cotton,No
29.1,54,46.4,Cotton,No
30,45.5,40.3,Cotton,No
29.8,48.9,43.9,Cotton,No
27.9,50.5,38.5,Cotton,Yes
28.1,43.9,39,Cotton,Yes
31.6,47.2,35.6,Cotton,Yes
30.7,47.7,37.5,Cotton,Yes
31.8,47.3,41.8,Cotton,No
30.5,50.6,40,Cotton,No
30.2,49.5,43.1,Cotton,No
27.1,48.1,40.6,Cotton,No
29.5,51.4,38.8,Cotton,Yes
30,55.7,47.2,Cotton,No
33.3,55.5,39.7,Cotton,Yes
31.1,43.6,43.9,Cotton,No
32.6,51.9,38.7,Cotton,Yes
31,49.4,42.4,Cotton,No
28.8,50.5,43.1,Cotton,No
30.2,48.7,40.7,Cotton,No
30.4,50.4,32.2,Cotton,Yes
28.4,50.5,40.1,Cotton,No
29.4,48.1,44.1,Cotton,No
29.7,47,41.8,Cotton,No
32.7,48.5,41.5,Cotton,No
26.5,50.8,34.3,Cotton,Yes
32,52,37.6,Cotton,Yes
28.4,52.8,41.4,Cotton,No
27.7,48.4,41.4,Cotton,No
32,50.9,44,Cotton,No
31.2,53.2,39.5,Cotton,Yes
32.1,53.9,41.4,Cotton,No
31.3,49.8,40.1,Cotton,No
33.4,49.3,36.7,Cotton,Yes
30.9,50.6,32.5,Cotton,Yes
29.7,46.2,41.4,Cotton,No
30.6,49.4,40.6,Cotton,No
32.1,52.5,37.9,Cotton,Yes
28.7,52.1,34.6,Cotton,Yes
28.9,49.1,42.1,Cotton,No
29.5,50.7,39.1,Cotton,Yes
26.5,47.3,41.9,Cotton,No
30.2,52.3,46.2,Cotton,No
26.9,49.7,32.9,Cotton,Yes
30.1,49.1,37.7,Cotton,Yes
31.4,48.8,39.3,Cotton,Yes
29.2,49.8,44.8,Cotton,No
32.8,48.5,34.5,Cotton,Yes
27.6,52.2,46.5,Cotton,No
32,48.7,40.5,Cotton,No
31.1,55.3,39.7,Cotton,Yes
27.1,54.9,39.3,Cotton,Yes
34.5,47,38.5,Cotton,Yes
29.9,50.2,43.5,Cotton,No
28.5,47.8,36.4,Cotton,Yes
27.7,48.9,41.2,Cotton,No
29.6,56.7,38.7,Cotton,Yes
29.8,49,37.5,Cotton,Yes
30.2,51.2,48.6,Cotton,No
29.5,51.8,41.4,Cotton,No
31.1,46.7,42,Cotton,No
29.4,47.1,43.8,Cotton,No
26.8,46,35.3,Cotton,Yes
29.8,47,45.8,Cotton,No
26.1,40.5,31.6,Cotton,Yes
30.6,51.8,37.4,Cotton,Yes
28.4,56.8,38.5,Cotton,Yes
30.3,50.5,41.9,Cotton,No
32.2,45.3,40.7,Cotton,No
28.4,47.9,39.4,Cotton,Yes
31.8,48.5,40,Cotton,Yes
29.3,46.6,36.7,Cotton,Yes
32.9,52.9,35,Cotton,Yes
29.4,52.7,42.4,Cotton,No
28.6,46.1,42.3,Cotton,No
31.1,52.4,45.3,Cotton,No
29.3,55.1,37.4,Cotton,Yes
28.6,56.3,42.3,Cotton,No
29.2,59.6,39.1,Cotton,Yes
29.9,47,44,Cotton,No
32.2,59.4,43.4,Cotton,No
26.8,48.8,40.7,Cotton,No
30,48,38.9,Cotton,Yes
31,51.1,43.2,Cotton,No
30.3,48.1,42.2,Cotton,No
32.2,51.3,37.7,Cotton,Yes
29.9,45.6,35.6,Cotton,Yes
29.7,49.2,39,Cotton,Yes
31,54.3,45.1,Cotton,No
30.2,49.8,43.8,Cotton,No
29.3,50.5,36.3,Cotton,Yes
30.9,51.6,36.1,Cotton,Yes
28.9,53.9,44.2,Cotton,No
29,44.5,36.2,Cotton,Yes
29.1,51.9,41.7,Cotton,No
32.3,49.1,37.9,Cotton,Yes
24.6,50.6,45.4,Cotton,No
30.7,53.5,37.4,Cotton,Yes
30.1,46,43.8,Cotton,No
27.2,46.6,40.6,Cotton,No
30.5,43.5,40.8,Cotton,No
30.8,48.2,33.4,Cotton,Yes
31,54.4,32.7,Cotton,Yes
25.6,49.6,39.3,Cotton,Yes
32.3,45.5,40.8,Cotton,No
28.8,48.4,36.2,Cotton,Yes
31.1,45,36.4,Cotton,Yes
31.2,46.2,41.9,Cotton,No
28.5,51.3,41.9,Cotton,No
31.1,46.1,39.5,Cotton,Yes
29.4,53.7,42.6,Cotton,No
26.5,49.8,36.1,Cotton,Yes
31.9,50.3,38.8,Cotton,Yes
28.7,49.1,45.5,Cotton,No
28.6,52.6,40.2,Cotton,No
29.3,52.6,40.4,Cotton,No
30.5,51.1,47.7,Cotton,No
29.9,51.9,35.3,Cotton,Yes
30.9,49.3,42.7,Cotton,No
27.8,51.8,45.5,Cotton,No
28.8,48.9,38.9,Cotton,Yes
29.8,50,42.9,Cotton,No
33.2,49.1,36.7,Cotton,Yes
29.8,48.5,37.7,Cotton,Yes
31.8,47.7,41.3,Cotton,No
30.1,51.6,42.7,Cotton,No
29.2,54.4,43.7,Cotton,No
29.6,53.9,45.2,Cotton,No
29.7,45.8,39.8,Cotton,Yes
31,54.3,44,Cotton,No
32.3,48.9,38.9,Cotton,Yes
30.6,52,43,Cotton,No
32,47,40.7,Cotton,No
28.4,50.5,41.5,Cotton,No
29.3,51,41.4,Cotton,No
28.8,45.1,34.7,Cotton,Yes
30.5,52,36.3,Cotton,Yes
29.4,54.5,40.3,Cotton,No
31.2,49.4,34.4,Cotton,Yes
28.4,54.5,42.8,Cotton,No
30.1,49.4,42.9,Cotton,No
31.1,52.8,41.1,Cotton,No
26.6,42.6,36.3,Cotton,Yes
33.5,58.1,44.6,Cotton,No
29.5,55,46.8,Cotton,No
26.6,49.1,40.5,Cotton,No
30.3,43.4,41.7,Cotton,No
30.1,51,40.7,Cotton,No
29.9,45.2,41.8,Cotton,No
31.7,51.5,39.6,Cotton,Yes
31.2,51.4,39.9,Cotton,Yes
30.5,46.9,43,Cotton,No
30.8,53.7,47.8,Cotton,No
29.8,52.7,35.3,Cotton,Yes
33,53.3,39.7,Cotton,Yes
27.5,50,36.1,Cotton,Yes
30.2,45.3,45.3,Cotton,No
30.1,53.3,38,Cotton,Yes
31.4,49.1,35.2,Cotton,Yes
28.6,45.4,42.1,Cotton,No
27.1,54.5,45.8,Cotton,No
30.3,57,42.2,Cotton,No
30.5,49.9,40.7,Cotton,No
32.5,57.2,41.4,Cotton,No
27.9,50.3,44.7,Cotton,No
31.9,48.7,37.1,Cotton,Yes
33.9,47.9,39.6,Cotton,Yes
29.4,55.5,38.5,Cotton,Yes
27.8,47.4,36.1,Cotton,Yes
29.3,52.5,38.9,Cotton,Yes
30,48.1,43.7,Cotton,No
30.9,48.5,41.9,Cotton,No
29,53.4,42.1,Cotton,No
32.6,48.7,40.5,Cotton,No
28.1,48.7,41.7,Cotton,No
27.1,53.8,37.3,Cotton,Yes
31.8,55.3,39,Cotton,Yes
26.2,52.1,40.6,Cotton,No
29.7,47.8,40.9,Cotton,No
35.2,48.3,41.1,Cotton,No
30,50.3,39.5,Cotton,Yes
28.1,51.1,38.7,Cotton,Yes
29.9,46.7,50.5,Cotton,No
29.9,52.4,43,Cotton,No
30.3,50.3,41.4,Cotton,No
31.1,44.3,39.2,Cotton,Yes
28.3,46.9,38.5,Cotton,Yes
32.8,48.3,39.6,Cotton,Yes
30.4,49.8,41,Cotton,No
31.2,56.3,33.7,Cotton,Yes
29,50.8,34.8,Cotton,Yes
32.1,47.2,37.9,Cotton,Yes
29.6,50.7,40.7,Cotton,No
30.5,48.8,39.2,Cotton,Yes
28.4,51.1,44.9,Cotton,No
28.3,51.9,35.1,Cotton,Yes
31.1,54,37.5,Cotton,Yes
29.3,49.9,45.1,Cotton,No
28.6,55.5,40.4,Cotton,No
28.9,53,42.9,Cotton,No
31.2,47.6,46.8,Cotton,No
29,57.4,37.7,Cotton,Yes
29.8,51.1,39.7,Cotton,Yes
30,47.2,39.1,Cotton,Yes
26.8,55.5,33.5,Cotton,Yes
27.5,56.9,39,Cotton,Yes
30.6,49.9,42.9,Cotton,No
28.8,48.3,41.8,Cotton,No
31.8,49.4,42.1,Cotton,No
31.6,52.4,38.7,Cotton,Yes
